0	10.9595676
100	6.220836724
200	5.710000949
300	5.230648465
400	4.858476427
500	4.616173299
600	4.426245117
700	4.186701457
800	4.120622762
900	4.035635037
1000	3.954099528
1100	3.877501763
1200	3.841141425
1300	3.76651747
1400	3.748862712
1500	3.778913032
1600	3.708987427
1700	3.73193495
1800	3.699012587
1900	3.709192912
2000	3.708230252
2100	3.652663506
2200	3.636553955
2300	3.599239434
2400	3.61610989
2500	3.589264594
2600	3.576278008
2700	3.611463081
2800	3.583600193
2900	3.534570991
3000	3.575439114
3100	3.56485121
3200	3.547075399
3300	3.524836561
3400	3.53913269
3500	3.524580553
3600	3.536145698
3700	3.531204902
3800	3.511762153
3900	3.490268962
4000	3.525486925
4100	3.515353394
4200	3.520306736
4300	3.510988024
4400	3.533930122
4500	3.46509535
4600	3.545783149
4700	3.53018731
4800	3.542198012
4900	3.493618096
5000	3.528136868
5100	3.493974813
5200	3.475249905
5300	3.462571208
5400	3.492532349
5500	3.481338501
5600	3.487679036
5700	3.500748359
5800	3.464333767
5900	3.461911011
6000	3.487261624
6100	3.487738715
6200	3.444924588
6300	3.473387655
6400	3.456030952
6500	3.448647054
6600	3.471189711
6700	3.46094869
6800	3.504086643
6900	3.424573093
7000	3.441231622
7100	3.470061917
7200	3.456097073
7300	3.475406562
7400	3.497199504
7500	3.395342678
7600	3.429647488
7700	3.49117296
7800	3.443540785
7900	3.439588081
8000	3.448224216
8100	3.43354933
8200	3.445951335
8300	3.458818224
8400	3.404660373
8500	3.453352865
8600	3.436538357
8700	3.43832567
8800	3.458369276
8900	3.408882989
9000	3.40292121
9100	3.426952447
9200	3.422748481
9300	3.436625502
9400	3.453244697
9500	3.441207886
9600	3.361975776
9700	3.453201294
9800	3.424214342
9900	3.412997437
10000	3.400684272
10100	3.40065172
10200	3.400398424
10300	3.411383057
10400	3.433498128
10500	3.363953315
10600	3.38050944
10700	3.390611776
10800	3.438287693
10900	3.383828057
11000	3.425198703
11100	3.403476291
11200	3.426939901
11300	3.397920397
11400	3.413950941
11500	3.385060289
11600	3.370753649
11700	3.386408827
11800	3.398956299
11900	3.37692159
12000	3.359647624
12100	3.36678772
12200	3.3719713
12300	3.340794542
12400	3.384438748
12500	3.343081665
12600	3.348348321
12700	3.393636746
12800	3.340766059
12900	3.36805013
13000	3.382138401
13100	3.383884345
13200	3.369405789
13300	3.346679688
13400	3.360922919
13500	3.343516371
13600	3.368814765
13700	3.332232666
13800	3.380259196
13900	3.354233805
14000	3.335007053
14100	3.337057834
14200	3.366827393
14300	3.315279134
14400	3.318906657
14500	3.38265686
14600	3.341003418
14700	3.31957194
14800	3.361752658
14900	3.341785007
15000	3.335378689
15100	3.301228163
15200	3.30976359
15300	3.295783149
15400	3.300307888
15500	3.301639472
15600	3.389859348
15700	3.312582397
15800	3.362804498
15900	3.30401001
16000	3.318127102
16100	3.32047526
16200	3.324752129
16300	3.324528673
16400	3.315521579
16500	3.311851671
16600	3.331075711
16700	3.271128676
16800	3.315320502
16900	3.270712958
17000	3.267875163
17100	3.293162706
17200	3.274331665
17300	3.262625461
17400	3.29023268
17500	3.31465861
17600	3.256217787
17700	3.281089274
17800	3.259931776
17900	3.27460734
18000	3.302138265
18100	3.267470635
18200	3.281960381
18300	3.262641059
18400	3.303396606
18500	3.286656698
18600	3.254470825
18700	3.240763346
18800	3.266388279
18900	3.254597643
19000	3.270308431
19100	3.240881348
19200	3.259190199
19300	3.232249959
19400	3.215823364
19500	3.224112278
19600	3.263026598
19700	3.243021308
19800	3.243712701
19900	3.230979411
20000	3.236938137
20100	3.238157145
20200	3.208543226
20300	3.2413581
20400	3.222140164
20500	3.206704373
20600	3.248894586
20700	3.210669284
20800	3.200527276
20900	3.236416626
21000	3.189866808
21100	3.187985908
21200	3.240834215
21300	3.220866903
21400	3.198238458
21500	3.222864787
21600	3.157433065
21700	3.178512573
21800	3.187407769
21900	3.178648207
22000	3.163791572
22100	3.193361749
22200	3.177562459
22300	3.171004571
22400	3.192737155
22500	3.17307841
22600	3.182656521
22700	3.185649618
22800	3.133017646
22900	3.174641249
23000	3.134816149
23100	3.169051446
23200	3.134079319
23300	3.20318061
23400	3.147734918
23500	3.169766235
23600	3.154930284
23700	3.173097059
23800	3.132820299
23900	3.171588474
24000	3.123916965
24100	3.140905423
24200	3.138145616
24300	3.108309597
24400	3.121600003
24500	3.153686523
24600	3.149915568
24700	3.106101481
24800	3.131321886
24900	3.147804091
25000	3.176923964
25100	3.124937609
25200	3.130628459
25300	3.14428677
25400	3.12177497
25500	3.125666979
25600	3.120952691
25700	3.127116225
25800	3.115794881
25900	3.092553711
26000	3.093552653
26100	3.121993001
26200	3.119305759
26300	3.097131687
26400	3.1011478
26500	3.090600586
26600	3.107105849
26700	3.093013848
26800	3.118885295
26900	3.098825412
27000	3.113598972
27100	3.063487413
27200	3.095740424
27300	3.063298204
27400	3.072733222
27500	3.057388306
27600	3.066097344
27700	3.089728461
27800	3.083507284
27900	3.062972005
28000	3.090397135
28100	3.08156094
28200	3.073142497
28300	3.068861898
28400	3.073851522
28500	3.079569838
28600	3.041806708
28700	3.070839776
28800	3.074617513
28900	3.063522339
29000	3.073632134
29100	3.087100898
29200	3.059977892
29300	3.037472534
29400	3.075065104
29500	3.074359809
29600	3.077287801
29700	3.080068292
29800	3.083629015
29900	3.047502984
30000	3.058030531
