step	slope	intercept	MAE_all_next	MAE_last_5	last_actual	last_pred
[24900]	-1.8889031368186895e-05	3.5982902154506484	0.013711951101162469	0.029403959951828894	3.058030531	3.0316192744050414
[25000]	-1.69139748698554e-05	3.554104284451761	0.010550503634853525	0.01818597192447924	3.058030531	3.046685038356099
[25100]	-1.631198531701892e-05	3.5392778243474967	0.010911605348443966	0.01697093997401593	3.058030531	3.049918264836929
[25200]	-1.6128004796440513e-05	3.534975018848795	0.011328790966254733	0.016508213394230874	3.058030531	3.05113487495558
[25300]	-1.530628347274752e-05	3.5160991723916943	0.012696531820144012	0.014304719864835436	3.058030531	3.0569106682092686
[25400]	-1.4319259577308124e-05	3.491625172276529	0.014650440289691844	0.01318171706349296	3.058030531	3.0620473849572853
[25500]	-1.4121175535038933e-05	3.4867127959843525	0.015452677654724972	0.0130014389938081	3.058030531	3.0630775299331843
[25600]	-1.3355727864293661e-05	3.467582557956025	0.017278758146051044	0.012334308772198942	3.058030531	3.0669107220272154
[25700]	-1.1711668062291451e-05	3.4270985674439007	0.02158138589138068	0.014400548800652313	3.058030531	3.075748525575157
[25800]	-1.4167370934371559e-05	3.487492007018614	0.016081317811512716	0.01311676378103832	3.058030531	3.0624708789874675
[25900]	-1.5175280051168004e-05	3.5108158707510575	0.012795443006451433	0.014863029906941305	3.058030531	3.0555574692160175
[26000]	-1.8500060593993343e-05	3.5925813112158695	0.012161921415194706	0.024756365699006633	3.058030531	3.0375794933960694
[26100]	-1.744532769744162e-05	3.566863536541936	0.011433159479552004	0.020343963118843345	3.058030531	3.0435037056186873
[26200]	-1.8766454789766417e-05	3.600813512846719	0.012140729949833142	0.024481482892191365	3.058030531	3.0378198691537266
[26300]	-1.668682759288098e-05	3.547476458383092	0.011311962939166961	0.01814086417426051	3.058030531	3.0468716305966623
[26400]	-1.770008433147943e-05	3.5728729928370786	0.011973408271971677	0.02157158274308486	3.058030531	3.0418704628926956
