step	slope	intercept	MAE_all_next	MAE_last_5	last_actual	last_pred
[26500]	-1.766712114349278e-05	3.571178418444494	0.012089636981152481	0.022146344333748937	3.058030531	3.0411647841397107
[26600]	-1.7240232607341494e-05	3.560614736041305	0.012045477175021654	0.020484300834876113	3.058030531	3.0434077578210603
[26700]	-1.6256834914349288e-05	3.5348385271873197	0.011918652379774587	0.01809202355839825	3.058030531	3.047133479756841
[26800]	-1.6025697899888762e-05	3.5301403872288466	0.011616094846249996	0.017227683180141007	3.058030531	3.0493694502321835
[26900]	-1.4353077401557279e-05	3.4867493299362993	0.013105180477970163	0.014730100781965304	3.058030531	3.056157007889581
[27000]	-1.4691263165739706e-05	3.4964813508513157	0.013223440530162844	0.014851557436804086	3.058030531	3.0557434558791243
[27100]	-1.704492618687431e-05	3.5557413333266594	0.010974219174790707	0.019756213905724927	3.058030531	3.0443935477204302
[27200]	-1.7163618525027798e-05	3.559088647252799	0.011413697520755594	0.019890184255669442	3.058030531	3.044180091501965
[27300]	-2.1244336636262504e-05	3.6647911925140524	0.014547341349700083	0.03200036010181684	3.058030531	3.027461093426177
[27400]	-2.359949102335926e-05	3.7264029898228395	0.017706662597617717	0.03901145591742674	3.058030531	3.0184182591220616
[27500]	-2.4514349263626205e-05	3.7493850555174633	0.019394499774015195	0.04306345122269115	3.058030531	3.0139545776086774
[27600]	-2.4698931795328094e-05	3.75386938284783	0.020841823729667697	0.044033537704115444	3.058030531	3.0129014289879867
[27700]	-2.6007647488320305e-05	3.7901472956350752	0.0215813683686142	0.046428173644789794	3.058030531	3.009917870985466
[27800]	-2.590554124137927e-05	3.788463740710344	0.021194381070689494	0.04509448897241355	3.058030531	3.011297503468966
[27900]	-2.5778842184649567e-05	3.784875368583982	0.022857074424531474	0.04493890397241276	3.058030531	3.011510103044495
[28000]	-2.1497061915461576e-05	3.6708877590221727	0.015846891212249626	0.03311016875954662	3.058030531	3.0259759015583256
[28100]	-2.0985633152391498e-05	3.6579619997112345	0.014646729792237393	0.03133502881116703	3.058030531	3.0283930051394896
[28200]	-2.043185769076747e-05	3.6433308706946965	0.014672826330478228	0.02992099133852415	3.058030531	3.0303751399716723
[28300]	-1.895652006229138e-05	3.603247078739191	0.014577564750759617	0.027037276484330207	3.058030531	3.0345514768704493
[28400]	-1.837621460289204e-05	3.5879060503479403	0.014588039053615054	0.025562662864160313	3.058030531	3.036619612261179
[28500]	-1.6945341092324752e-05	3.5495019719807184	0.012630948974326728	0.022388532092598855	3.058030531	3.0411417392109756
[28600]	-1.8070817784204624e-05	3.5791149988411552	0.012881034733148278	0.025360653434883407	3.058030531	3.0369904653150166
[28700]	-1.6545970800889826e-05	3.5374941186909146	0.011275099454801504	0.022533732520348383	3.058030531	3.0411149946642198
[28800]	-1.5307785426028873e-05	3.5039117668352224	0.007825857748313458	0.02006700247444617	3.058030531	3.0446782040543563
[28900]	-1.6205042943270272e-05	3.5291045518261024	0.014473827528735494	0.0211688050651909	3.058030531	3.0429532635279943
