step	a	b	c	confidence_a	confidence_b	confidence_c	R^2	MAE_all_next	MAE_last_5	last_actual	last_pred
18800	7.460985904406546	-1.0	3.498581695581564	inf	inf	inf	0.6970676101889024	0.35121990056287244	0.42927797098156406	3.058030531	3.498581695581564
18900	7.462276825328039	-1.0	3.4972907746719577	inf	inf	inf	0.6966274323355812	0.35094063859648594	0.4279870500719577	3.058030531	3.4972907746719577
19000	7.463471469274082	-1.0	3.4960961307529757	inf	inf	inf	0.6962522971508499	0.35092654986726135	0.42679240615297565	3.058030531	3.4960961307529757
19100	7.464807672293194	-1.0	3.494759927706806	inf	inf	inf	0.695767509926001	0.3505106522741138	0.4254562031068062	3.058030531	3.494759927706806
19200	7.466034597963543	-1.0	3.4935330020364583	inf	inf	inf	0.6953611322442474	0.350399657900536	0.42422927743645833	3.058030531	3.4935330020364583
19300	7.467388396126025	-1.0	3.492179203891128	inf	inf	inf	0.6948520295695584	0.34991955205779474	0.4228754792911281	3.058030531	3.492179203891128
19400	7.46881291077778	-1.0	3.4907546892519323	inf	inf	inf	0.6942780005752018	0.3492233910044076	0.4214509646519323	3.058030531	3.4907546892519323
19500	7.470180307761026	-1.0	3.4893872922684244	inf	inf	inf	0.6937475670483556	0.3486818038184243	0.42008356766842436	3.058030531	3.4893872922684244
19600	7.471335209234697	-1.0	3.4882323907653063	inf	inf	inf	0.6933772013400265	0.34876246907843766	0.41892866616530633	3.058030531	3.4882323907653063
19700	7.472579935543145	-1.0	3.4869876644568527	inf	inf	inf	0.6929360943765527	0.3485743895690976	0.4176839398568527	3.058030531	3.4869876644568527
19800	7.473808596950375	-1.0	3.485759003020295	inf	inf	inf	0.6925030152252045	0.3484312892264805	0.41645527842029495	3.058030531	3.485759003020295
19900	7.475088896432161	-1.0	3.4844787035678393	inf	inf	inf	0.6920245642527754	0.34812652828658924	0.4151749789678393	3.058030531	3.4844787035678393
20000	7.476326599255474	-1.0	3.4832410007380212	inf	inf	inf	0.6915757552935085	0.3479476250538106	0.4139372761380212	3.058030531	3.4832410007380212
20100	7.477545921964	-1.0	3.482021678066531	inf	inf	inf	0.6911370854716343	0.3478225978005735	0.41271795346653095	3.058030531	3.482021678066531
20200	7.478899775665151	-1.0	3.480667824350944	inf	inf	inf	0.6905813523963045	0.34726814350148144	0.4113640997509439	3.058030531	3.480667824350944
20300	7.480078641299841	-1.0	3.4794889587111055	inf	inf	inf	0.690166011460266	0.3472627389393664	0.4101852341111055	3.058030531	3.4794889587111055
20400	7.481340154980773	-1.0	3.4782274450134767	inf	inf	inf	0.6896799848994524	0.34698929056292727	0.4089237204134767	3.058030531	3.4782274450134767
20500	7.482664657780487	-1.0	3.476902942219512	inf	inf	inf	0.6891349629178444	0.346503301308401	0.4075992176195121	3.058030531	3.476902942219512
20600	7.483771494461166	-1.0	3.475796105538835	inf	inf	inf	0.6887627565224221	0.346727868505127	0.4064923809388349	3.058030531	3.475796105538835
20700	7.485052300371065	-1.0	3.4745152996369186	inf	inf	inf	0.6882463244269518	0.34637434722782773	0.4052115750369186	3.058030531	3.4745152996369186
20800	7.4863695504759615	-1.0	3.473198049524038	inf	inf	inf	0.6876927757225311	0.34588912382288883	0.4038943249240382	3.058030531	3.473198049524038
20900	7.487502475938388	-1.0	3.4720651240548137	inf	inf	inf	0.687289982115574	0.3460248925431858	0.4027613994548137	3.058030531	3.4720651240548137
21000	7.488846277452377	-1.0	3.470721322547619	inf	inf	inf	0.6867017501536564	0.3454319919358542	0.401417597947619	3.058030531	3.470721322547619
21100	7.490186255727493	-1.0	3.469381344284124	inf	inf	inf	0.6861121621017314	0.34483840149840983	0.40007761968412414	3.058030531	3.469381344284124
21200	7.491264308222925	-1.0	3.468303291779323	inf	inf	inf	0.6857409845997934	0.3451614486588412	0.39899956717932306	3.058030531	3.468303291779323
21300	7.492425981386858	-1.0	3.467141618596647	inf	inf	inf	0.6852999837945658	0.345191544499086	0.39783789399664704	3.058030531	3.467141618596647
21400	7.493682538219514	-1.0	3.4658850617745296	inf	inf	inf	0.6847726989664943	0.3448768195769987	0.3965813371745296	3.058030531	3.4658850617745296
21500	7.494812865083862	-1.0	3.464754734915269	inf	inf	inf	0.6843497331978039	0.34501969952776923	0.3954510103152692	3.058030531	3.464754734915269
21600	7.496235650597227	-1.0	3.463331949402778	inf	inf	inf	0.6836499386798389	0.34407410426353735	0.3940282248027779	3.058030531	3.463331949402778
21700	7.497548182285715	-1.0	3.4620194177142856	inf	inf	inf	0.6830562971071501	0.3435212485732599	0.39271569311428556	3.058030531	3.4620194177142856
21800	7.498807868747705	-1.0	3.4607597312522937	inf	inf	inf	0.6825083317660121	0.3431564919795665	0.39145600665229374	3.058030531	3.4607597312522937
21900	7.500096049223748	-1.0	3.459471550776256	inf	inf	inf	0.6819287253424292	0.342671534763098	0.3901678261762559	3.058030531	3.459471550776256
22000	7.501440049132862	-1.0	3.4581275508738076	inf	inf	inf	0.6812890453525804	0.3419540889404743	0.3888238262738076	3.058030531	3.4581275508738076
22100	7.502638084429862	-1.0	3.456929515570136	inf	inf	inf	0.6807851727842793	0.34179913859716304	0.38762579097013605	3.058030531	3.456929515570136
22200	7.503896494594596	-1.0	3.4556711054054055	inf	inf	inf	0.680220557563045	0.3413959624328027	0.38636738080540545	3.058030531	3.4556711054054055
22300	7.505173026139014	-1.0	3.4543945738609865	inf	inf	inf	0.6796337810483775	0.34090733961098646	0.38509084926098647	3.058030531	3.4543945738609865
22400	7.506341139606589	-1.0	3.4532264603856415	inf	inf	inf	0.6791449882572985	0.3408554222025429	0.3839227357856415	3.058030531	3.4532264603856415
22500	7.50758624209205	-1.0	3.4519813579329868	inf	inf	inf	0.678579803339191	0.34047756791870104	0.38267763333298677	3.058030531	3.4519813579329868
22600	7.508777944860168	-1.0	3.4507896551221413	inf	inf	inf	0.6780613047127206	0.3403170641076485	0.3814859305221413	3.058030531	3.4507896551221413
22700	7.509945962665199	-1.0	3.449621637334802	inf	inf	inf	0.6775607381598265	0.34025459083480186	0.38031791273480187	3.058030531	3.449621637334802
22800	7.511334576621485	-1.0	3.448233023341847	inf	inf	inf	0.6768308786474975	0.33921897086423475	0.3789292987418468	3.058030531	3.448233023341847
22900	7.512529300567685	-1.0	3.4470382994323145	inf	inf	inf	0.6762974781512427	0.33901859841716303	0.37773457483231454	3.058030531	3.4470382994323145
23000	7.513886788165146	-1.0	3.4456808118191575	inf	inf	inf	0.6755917406352787	0.33807336384992676	0.3763770872191575	3.058030531	3.4456808118191575
23100	7.515084317900429	-1.0	3.4444832820995672	inf	inf	inf	0.6750476999133046	0.33783589659956725	0.3751795574995672	3.058030531	3.4444832820995672
23200	7.516422266005145	-1.0	3.443145333982011	inf	inf	inf	0.6743534458953053	0.3369333759978838	0.37384160938201083	3.058030531	3.443145333982011
23300	7.517452157536484	-1.0	3.4421154424635194	inf	inf	inf	0.6739545302708998	0.3374674949957775	0.3728117178635194	3.058030531	3.4421154424635194
23400	7.5187101939658145	-1.0	3.440857406034188	inf	inf	inf	0.673336356172172	0.33691580234566326	0.3715536814341879	3.058030531	3.440857406034188
23500	7.519863773417024	-1.0	3.4397038265829787	inf	inf	inf	0.6728190085195633	0.33685930008297865	0.3704001019829787	3.058030531	3.4397038265829787
23600	7.521070440970338	-1.0	3.438497159029661	inf	inf	inf	0.672245103602791	0.33653544197881347	0.3691934344296609	3.058030531	3.438497159029661
23700	7.522190272598807	-1.0	3.437377327382946	inf	inf	inf	0.6717524333003794	0.3366420817450152	0.3680736027829462	3.058030531	3.437377327382946
23800	7.523469923985626	-1.0	3.4360976760065287	inf	inf	inf	0.671092521495352	0.33592532604161646	0.3667939514065287	3.058030531	3.4360976760065287
23900	7.524576657058578	-1.0	3.4349909429414227	inf	inf	inf	0.6706051521075567	0.33609388090570846	0.3656872183414227	3.058030531	3.4349909429414227
24000	7.525872798633334	-1.0	3.433694801366667	inf	inf	inf	0.6699174559810703	0.3352526466575759	0.3643910767666668	3.058030531	3.433694801366667
24100	7.527087692283357	-1.0	3.432479907683435	inf	inf	inf	0.6693141470250791	0.334824109794546	0.3631761830834349	3.058030531	3.432479907683435
24200	7.528303949702645	-1.0	3.4312636502805134	inf	inf	inf	0.6687052273657531	0.33437181122390963	0.3619599256805134	3.058030531	3.4312636502805134
24300	7.529632978748971	-1.0	3.4299346212510287	inf	inf	inf	0.6679653826382627	0.33326235446256713	0.36063089665102865	3.058030531	3.4299346212510287
24400	7.5308966452060595	-1.0	3.428670954782639	inf	inf	inf	0.6672962879130295	0.33248746713558025	0.35936723018263905	3.058030531	3.428670954782639
24500	7.532019030630795	-1.0	3.4275485693430086	inf	inf	inf	0.6667730535494254	0.33251514240300856	0.35824484474300855	3.058030531	3.4275485693430086
24600	7.533147620081343	-1.0	3.4264199799066737	inf	inf	inf	0.666239857591548	0.33250659666177573	0.3571162553066737	3.058030531	3.4264199799066737
24700	7.5344444561049135	-1.0	3.4251231438801155	inf	inf	inf	0.6655185624185334	0.33146367933844884	0.3558194192801155	3.058030531	3.4251231438801155
24800	7.535629138630234	-1.0	3.423938461395013	inf	inf	inf	0.6649194482823173	0.33108032496948114	0.354634736795013	3.058030531	3.423938461395013
24900	7.536738111983935	-1.0	3.422829488016064	inf	inf	inf	0.6643955374245943	0.3311658288638902	0.3535257634160641	3.058030531	3.422829488016064
25000	7.537721734063959	-1.0	3.421845865917401	inf	inf	inf	0.6639877549792276	0.33207688020629006	0.35254214131740114	3.058030531	3.421845865917401
25100	7.538904635478401	-1.0	3.4206629644936535	inf	inf	inf	0.6633780449814846	0.33169326567547164	0.3513592398936535	3.058030531	3.4206629644936535
25200	7.54005556607936	-1.0	3.419512033920635	inf	inf	inf	0.6627991063175578	0.33151114347877436	0.35020830932063485	3.058030531	3.419512033920635
25300	7.5411434129723265	-1.0	3.418424187027668	inf	inf	inf	0.6622823371858519	0.3317634365752869	0.3491204624276679	3.058030531	3.418424187027668
25400	7.542311323275588	-1.0	3.4172562767244097	inf	inf	inf	0.6616771076952743	0.331451970651239	0.3479525521244097	3.058030531	3.4172562767244097
25500	7.543454810717646	-1.0	3.416112789282353	inf	inf	inf	0.6610947595076468	0.3313050500323528	0.34680906468235284	3.058030531	3.416112789282353
25600	7.54460777984014	-1.0	3.4149598201454947	inf	inf	inf	0.6604982864891278	0.33107887453011003	0.3456560955454947	3.058030531	3.4149598201454947
25700	7.545727793833857	-1.0	3.413839806158868	inf	inf	inf	0.6599339105854187	0.3310966310536047	0.34453608155886795	3.058030531	3.413839806158868
25800	7.546883006720236	-1.0	3.412684593275	inf	inf	inf	0.6593272999186035	0.33083470751824307	0.34338086867499984	3.058030531	3.412684593275
25900	7.548119033301161	-1.0	3.4114485666988417	inf	inf	inf	0.6586230172086345	0.32989600942106384	0.34214484209884166	3.058030531	3.4114485666988417
26000	7.549341709892304	-1.0	3.4102258901076925	inf	inf	inf	0.6579307292925483	0.32901619270769245	0.3409221655076925	3.058030531	3.4102258901076925
26100	7.550446050463601	-1.0	3.4091215495363985	inf	inf	inf	0.6573695350599833	0.3291113610658102	0.33981782493639845	3.058030531	3.4091215495363985
26200	7.551552217595868	-1.0	3.4080153823948782	inf	inf	inf	0.656802805671113	0.3291959687888176	0.3387116577948782	3.058030531	3.4080153823948782
26300	7.552734284885931	-1.0	3.4068333151140684	inf	inf	inf	0.656146384152624	0.3285861600515683	0.3375295905140684	3.058030531	3.4068333151140684
26400	7.553892184558725	-1.0	3.405675415437555	inf	inf	inf	0.655514369082901	0.32816699085690976	0.336371690837555	3.058030531	3.405675415437555
26500	7.555081146192609	-1.0	3.404486453813621	inf	inf	inf	0.6548420212351878	0.32741443461362074	0.3351827292136208	3.058030531	3.404486453813621
26600	7.556199118383459	-1.0	3.4033684816165413	inf	inf	inf	0.6542484512556455	0.3273321117199895	0.33406475701654126	3.058030531	3.4033684816165413
26700	7.557361495288393	-1.0	3.4022061047116106	inf	inf	inf	0.653599982078224	0.3267760733187534	0.33290238011161055	3.058030531	3.4022061047116106
26800	7.558418662481182	-1.0	3.401148937507575	inf	inf	inf	0.6530666742920038	0.32732836032238993	0.3318452129075752	3.058030531	3.401148937507575
26900	7.559542541765794	-1.0	3.400025058234201	inf	inf	inf	0.6524556186234268	0.32716620546497005	0.33072133363420086	3.058030531	3.400025058234201
27000	7.560603379121063	-1.0	3.398964220881357	inf	inf	inf	0.6519118569527724	0.327734972881357	0.3296604962813571	3.058030531	3.398964220881357
27100	7.56184130094405	-1.0	3.3977262990794417	inf	inf	inf	0.6511536666049043	0.3261744746211083	0.3284225744794417	3.058030531	3.3977262990794417
27200	7.562951543100355	-1.0	3.396616056889148	inf	inf	inf	0.6505479792267077	0.32611591067175655	0.3273123322891479	3.058030531	3.396616056889148
27300	7.564172487626378	-1.0	3.3953951123736266	inf	inf	inf	0.6498035005753404	0.32456760514635374	0.32609138777362656	3.058030531	3.3953951123736266
27400	7.565350085784191	-1.0	3.394217514229323	inf	inf	inf	0.6491100473787765	0.323480755324561	0.32491378962932294	3.058030531	3.394217514229323
27500	7.566574919245033	-1.0	3.3929926807515143	inf	inf	inf	0.6483527425294227	0.3215884992015142	0.3236889561515143	3.058030531	3.3929926807515143
27600	7.567759322645215	-1.0	3.3918082773531686	inf	inf	inf	0.6476435380535093	0.32012478856369486	0.3225045527531686	3.058030531	3.3918082773531686
27700	7.5688498634981825	-1.0	3.390717736501805	inf	inf	inf	0.6470447073704026	0.3200367461684715	0.32141401190180485	3.058030531	3.390717736501805
27800	7.569954937059921	-1.0	3.3896126629343657	inf	inf	inf	0.6464254055515208	0.31968616046377746	0.3203089383343657	3.058030531	3.3896126629343657
27900	7.571125692124737	-1.0	3.3884419078893706	inf	inf	inf	0.6457220185332092	0.3180807493268706	0.3191381832893706	3.058030531	3.3884419078893706
28000	7.572190137724596	-1.0	3.3873774622717474	inf	inf	inf	0.6451438057033108	0.31835203547174734	0.3180737376717474	3.058030531	3.3873774622717474
28100	7.5732784527580055	-1.0	3.386289147241993	inf	inf	inf	0.6445343985793663	0.31815911424199284	0.3169854226419929	3.058030531	3.386289147241993
28200	7.57438890190542	-1.0	3.385178698128405	inf	inf	inf	0.6438950393462365	0.31743423928225123	0.3158749735284051	3.058030531	3.385178698128405
28300	7.57550662908722	-1.0	3.3840609709144527	inf	inf	inf	0.6432433729013045	0.316409631997786	0.3147572463144527	3.058030531	3.3840609709144527
28400	7.576598915873244	-1.0	3.3829686841267606	inf	inf	inf	0.6426193889273213	0.3158809982176696	0.31366495952676055	3.058030531	3.3829686841267606
28500	7.577663473244123	-1.0	3.3819041267750256	inf	inf	inf	0.6420252865214173	0.31606465607502554	0.3126004021750256	3.058030531	3.3819041267750256
28600	7.578852625050049	-1.0	3.3807149749574905	inf	inf	inf	0.6412710595404155	0.3122051972908238	0.3114112503574905	3.058030531	3.3807149749574905
28700	7.579932329567944	-1.0	3.379635270432056	inf	inf	inf	0.6406527194896545	0.31141674255705576	0.3103315458320558	3.058030531	3.379635270432056
28800	7.580991419021803	-1.0	3.378576180997772	inf	inf	inf	0.6400559569308357	0.31127179385491494	0.3092724563977721	3.058030531	3.378576180997772
28900	7.582081570705885	-1.0	3.3774860292941176	inf	inf	inf	0.6394182630074507	0.3095513007941175	0.30818230469411756	3.058030531	3.3774860292941176
29000	7.583129342751359	-1.0	3.376438257238595	inf	inf	inf	0.6388288137200198	0.30964300983859505	0.30713453263859514	3.058030531	3.376438257238595
29100	7.584123629216493	-1.0	3.3754439707835053	inf	inf	inf	0.6382985045869074	0.31372513603350527	0.3061402461835053	3.058030531	3.3754439707835053
29200	7.58520399253115	-1.0	3.3743636074982093	inf	inf	inf	0.6376628924876004	0.31206445849820924	0.3050598828982093	3.058030531	3.3743636074982093
29300	7.586353791385669	-1.0	3.3732138086143344	inf	inf	inf	0.636934602367818	0.29850135211433426	0.3039100840143344	3.058030531	3.3732138086143344
29400	7.587367902618566	-1.0	3.3721996973708985	inf	inf	inf	0.636373160923962	0.29783988837089836	0.3028959727708985	3.058030531	3.3721996973708985
